,train_loss,train_acc,train_make_loss,train_make_acc,train_model_loss,train_model_acc,train_submodel_loss,train_submodel_acc,train_generation_loss,train_generation_acc,train_time,val_loss,val_acc,val_make_acc,val_make_loss,val_model_acc,val_model_loss,val_submodel_acc,val_submodel_loss,val_generation_acc,val_generation_loss,val_time,lr,overwritten,epoch
0,4.152986525382907,0.0,1.469290997985713,0.6141672054678778,2.605337672517545,0.3701750747355282,1.3469351156220728,0.45282465841243735,0.5118101058039477,0.5118101058039477,389.70521306991577,3.116885451359288,0.6291169019182048,0.028862098428086014,0.67933405718422,0.050049303484446236,0.5381831342743395,0.02412773278844214,0.6492942453854506,0.02313440343499227,0.6496561708288092,13.285770654678345,0.0001,1,1
0,2.8002755730445315,0.0,1.1125401391922183,0.671129520582028,1.670208749527721,0.5760792488518927,0.8478423333499935,0.6692856754200088,0.6326197119572323,0.6326197119572323,391.6978268623352,2.0880473422003187,0.740770901194354,0.021319328848079758,0.7618530582699964,0.03237418169738847,0.6637712631197973,0.01483871843470338,0.7716250452406804,0.017541392170731418,0.7658342381469417,14.565247297286987,0.0001,1,2
0,2.0405513452911967,0.0,0.8850516205090289,0.7292361078986989,1.1565876176029053,0.6870597026786966,0.6130377785904133,0.7635291554350679,0.7014835250534388,0.7014835250534388,394.81244587898254,1.5880320477735896,0.7967788635541079,0.01688428374409805,0.8107129931234166,0.02391763597085042,0.7401375316684763,0.011240932456420959,0.8273615635179153,0.01367977727777579,0.8089033659066233,17.70946431159973,0.0001,1,3
0,1.5869299401078958,0.0,0.7198840958589928,0.7762198678209905,0.8653627832269631,0.7561045612186217,0.48403806437011476,0.8144115277804429,0.7563172449737395,0.7563172449737395,399.900990486145,1.294822154714282,0.8370430691277597,0.013377301188652988,0.8476293883460008,0.01936496682283059,0.7915309446254072,0.009164459303451531,0.8664495114006515,0.01138549260700737,0.8425624321389794,15.93731951713562,0.0001,1,4
0,1.2833124700896241,0.0,0.5879608919903094,0.8155136161872055,0.6747459685120211,0.8046474142860094,0.41347057932997894,0.8406419296275712,0.7944122309474547,0.7944122309474547,398.67394971847534,1.1189090693035808,0.8514296055012668,0.011569543149833942,0.8595729279768368,0.01627522095946182,0.821208830980818,0.008397368811626409,0.8718783930510315,0.010470871296193864,0.8530582699963808,17.306073665618896,0.0001,1,5
0,1.0836481781819027,0.0,0.5015801238637974,0.8436405938997439,0.5502009768837058,0.8383885380932277,0.36763727549702646,0.8594811348977793,0.8217394477806622,0.8217394477806622,401.29838585853577,0.9912055804597438,0.8697973217517191,0.01007917879919184,0.8809265291349981,0.01448342472329497,0.8393051031487514,0.007704004077259363,0.8856315598986608,0.008913467331798534,0.8733260948244662,14.867055892944336,0.0001,1,6
0,0.9166824159609285,0.0,0.42196478653765424,0.8670217375928638,0.45206196111758734,0.8668740894659858,0.3227963626027476,0.876256779516195,0.8426474836660003,0.8426474836660003,399.19479990005493,0.9469046759683069,0.8723307998552298,0.009156254307665888,0.8914223669923995,0.013941122078534972,0.8385812522620341,0.007156844486722097,0.8885269634455302,0.00858925653192128,0.8707926167209555,17.15817666053772,0.0001,1,7
0,0.8006873735833887,0.0,0.3668528362613082,0.8834704471390467,0.3829990771367904,0.8854601824827556,0.2931749848915409,0.8866976146447225,0.8589907313905201,0.8589907313905201,401.7164263725281,0.9009501026256379,0.8807455664133188,0.008695454076674897,0.8982989504162142,0.013138388216305407,0.8530582699963808,0.00716667752503982,0.8903365906623235,0.008029590560112538,0.8812884545783568,14.596118450164795,0.0001,1,8
0,0.7055014251210573,0.0,0.3214881317610784,0.8985375926094468,0.32897453434327406,0.89975568921826,0.2723388329943482,0.894600307397481,0.8735375917889033,0.8735375917889033,399.2752375602722,0.8179433163588478,0.8881650380021715,0.007679071739997119,0.9084328628302569,0.012066539620928038,0.8555917480998915,0.0065289652687937315,0.8964893231994209,0.007146605235614473,0.8921462178791169,17.560839653015137,0.0001,1,9
0,0.6259039102348356,0.0,0.2831682131999537,0.9086813731241484,0.2871821448718301,0.9113952869236792,0.24608577184857366,0.9060131596301935,0.8863109176415209,0.8863109176415209,405.098774433136,0.7955697169888075,0.8944082519001085,0.007233474087901666,0.9185667752442996,0.011557819957411695,0.8715164676076729,0.006796269012794406,0.8943177705392689,0.007002307873256666,0.8932319942091929,14.41924262046814,0.0001,1,10
0,0.5661745572841546,0.0,0.25535625074352647,0.9184138490447497,0.2554072332096683,0.9213984493405342,0.22906912144702807,0.9131090598611618,0.8960627276862396,0.8960627276862396,405.30501317977905,0.7811529426887723,0.8997466521896489,0.006411074218557206,0.9243575823380383,0.01167515578926886,0.8726022439377489,0.0063712727052213204,0.9004705030763662,0.006781080655380814,0.9015562794064422,13.49206018447876,0.0001,1,11
0,0.5124705148844966,0.0,0.22844412982714493,0.9263921213168463,0.22598837634040028,0.9310395235897309,0.2163689690170275,0.9165453958308521,0.9051430905778004,0.9051430905778004,401.59960746765137,0.763953217018397,0.8997466521896489,0.006584542442438728,0.9211002533478103,0.011452181925751077,0.8722403184943902,0.006037308442650057,0.9055374592833876,0.006579131431846603,0.9001085776330076,19.30255150794983,0.0001,0,12
0,0.4695833051160888,0.0,0.20912588084129544,0.932849971895889,0.20302393217553072,0.9378454008493328,0.20263867063068966,0.922764196012339,0.9106289219782505,0.9106289219782505,405.88462138175964,0.7682062745400359,0.9017372421281216,0.00648613881972891,0.9196525515743756,0.011504078381685058,0.8791169019182048,0.006285468947657742,0.9026420557365182,0.006524993000314256,0.9055374592833876,15.618669986724854,0.0001,1,13
0,0.43168740273559175,0.0,0.19219075955885584,0.9388051141350193,0.18335646871017827,0.9427300953901929,0.19155102371679705,0.9263727875154145,0.918252138278324,0.918252138278324,405.27493619918823,0.7322272913529795,0.9087947882736156,0.006251056974434701,0.9297864639884184,0.010858299459150912,0.8849077090119435,0.00592532068751958,0.9116901918204849,0.006436239118556183,0.9087947882736156,16.53256630897522,0.0001,1,14
0,0.39304134206758484,0.0,0.17026015115316015,0.9445089029878585,0.16504155978098028,0.9488785856929935,0.17786165148420266,0.9314578604255641,0.923201866695702,0.923201866695702,409.0962393283844,0.7369050868469015,0.9086138255519363,0.0063222976475706206,0.927976836771625,0.011176215028882028,0.8794788273615635,0.005746636634498398,0.9174809989142236,0.006195513695423497,0.9095186391603329,15.571770191192627,0.0001,0,15
0,0.36331376671353144,0.0,0.1574482855575025,0.9482212003035224,0.14761196479614758,0.9535189564156145,0.16900320932462132,0.93591191325184,0.928081286755626,0.928081286755626,400.53368639945984,0.7261532946970749,0.9083423814694173,0.005895411592679081,0.9330437929786464,0.011008076795664009,0.8805646036916395,0.005873683163201166,0.9080709373868983,0.006048254246575406,0.9116901918204849,18.138778924942017,0.0001,0,16
0,0.3344401020934115,0.0,0.1483814528367532,0.9514184865671262,0.13283743949089133,0.9591207991527755,0.15879111965845952,0.9387857793655306,0.9327339621726063,0.9327339621726063,402.2876355648041,0.7390498126524295,0.9142236699239956,0.005752797847156625,0.9388346000723851,0.011239113977796616,0.8849077090119435,0.0060652343075244825,0.9145855953673543,0.006123586305161538,0.9185667752442996,17.875983715057373,0.0001,1,17
0,0.3150721755705641,0.0,0.13669131589874808,0.9545630403756173,0.12601834002303136,0.9609628848944721,0.15339325900403503,0.9413573181361813,0.9388051134435502,0.9388051134435502,401.8081088066101,0.7218476657841962,0.9117806731813246,0.0058743706032928725,0.9330437929786464,0.010968124446368565,0.8820123054650741,0.005610734647236141,0.9185667752442996,0.006107009126451858,0.9134998190372783,13.806697368621826,0.0001,0,18
0,0.28860817739001005,0.0,0.12359031826496839,0.9604215090899899,0.11305165298881653,0.963986157218523,0.14695733386017698,0.9440518973967131,0.9437741781055512,0.9437741781055512,398.9915499687195,0.7500072512870881,0.9119616359030039,0.005808783804045247,0.9337676438653637,0.011206533679499938,0.8856315598986608,0.006139408367999617,0.917119073470865,0.0065521471163673736,0.9113282663771263,17.833662509918213,0.0001,0,19
0,0.27647805177337975,0.0,0.11936757349976744,0.9616589410214671,0.10852173815228547,0.9656225916312263,0.13908668490409798,0.9473581616028464,0.9460363582133878,0.9460363582133878,402.01689100265503,0.7411944958545844,0.9148570394498733,0.0061166465046219596,0.9330437929786464,0.011394690652198308,0.8878031125588128,0.005521616542015721,0.9189287006876583,0.006190581061848701,0.9196525515743756,17.959556102752686,0.0001,1,20
0,0.2563330152944272,0.0,0.11118058785842984,0.9633094367829755,0.10039940208185115,0.9686651975262193,0.1315242109556624,0.9502074200334424,0.9504447107340879,0.9504447107340879,401.9146647453308,0.7123311871416338,0.91847629388346,0.005937852930646838,0.9319580166485704,0.010936205926222515,0.8928700687658342,0.005437721398516976,0.9243575823380383,0.005865120169355206,0.924719507781397,17.570281982421875,0.0001,1,21
0,0.2412291660282562,0.0,0.10446695897120288,0.9662413070668385,0.0916441662945804,0.9713070458989685,0.12870351379547823,0.9511601016305715,0.9526295531469081,0.9526295531469081,404.28967809677124,0.7716462802279429,0.9126854867897213,0.0063118172982511425,0.929062613101701,0.011694332797338631,0.8830980817951501,0.005698250272567696,0.9229098805646037,0.006827156498803296,0.9156713716974303,14.428037881851196,0.0001,0,22
0,0.22757173179773424,0.0,0.09639587399603083,0.9684068138804071,0.08518317583778208,0.9731245245568437,0.12312194735837462,0.9532166293491621,0.9547563888080712,0.9547563888080712,399.2241373062134,0.7481093346008136,0.9181143684401013,0.005880467861206827,0.933405718422005,0.011509554849654994,0.8888888888888888,0.005686070057060408,0.9243575823380383,0.0062943123326885606,0.925805284111473,17.726284980773926,0.0001,0,23
0,0.21723615066692153,0.0,0.09325580313639342,0.9692259096214224,0.08113372513818376,0.9746906501511133,0.11665165868102684,0.9557688343183808,0.957895670763209,0.957895670763209,382.1438853740692,0.7627502904927316,0.918747737965979,0.00613956324577193,0.932319942091929,0.011574579053570754,0.8950416214259862,0.005693293577057418,0.9272529858849077,0.006667414279197788,0.920376402461093,13.48747706413269,0.0001,1,24
0,0.20642213045121716,0.0,0.088480359960109,0.9709203488035711,0.0765915232645625,0.9757224295550506,0.11243947646245706,0.9576443170081342,0.9593844567263486,0.9593844567263486,374.46830201148987,0.7355120058420546,0.9201954397394136,0.005507201530409562,0.9391965255157437,0.011105807978037742,0.8975750995294969,0.00576557028139788,0.9276149113282663,0.0064940495200194615,0.9163952225841476,17.33497667312622,0.0001,1,25
0,0.1948179900891105,0.0,0.08247396552827921,0.9726024829686748,0.07071180366184411,0.9774942080917417,0.11073509945835967,0.9587587094177872,0.9609699164908336,0.9609699164908336,376.3966188430786,0.7673617263799489,0.9205573651827723,0.005966871668767505,0.9388346000723851,0.011936998394929408,0.8910604415490408,0.005750200785951626,0.9272529858849077,0.00626294063678282,0.9250814332247557,13.44918942451477,0.0001,1,26
0,0.18149813976821655,0.0,0.07854461515934925,0.9747873240446546,0.06599417108658316,0.9794663646289385,0.10262707296804988,0.9611368995715921,0.9646171771180049,0.9646171771180049,372.46005296707153,0.7296314162636662,0.9237242128121607,0.00555348629166443,0.9391965255157437,0.011227213552009837,0.8968512486427795,0.005194833894174528,0.9326818675352877,0.006386647627999359,0.9261672095548317,13.42742919921875,0.0001,1,27
0,0.17343611327847733,0.0,0.07377526179714217,0.9759860864832525,0.061244930413938935,0.980665127482418,0.10282153445288787,0.9610208896178196,0.965796604833212,0.965796604833212,371.8379945755005,0.851898075524907,0.9159428157799493,0.006944740409314264,0.9297864639884184,0.013176307219058988,0.8935939196525515,0.00654946991666628,0.9200144770177343,0.006870437451645262,0.920376402461093,14.954822540283203,0.0001,0,28
0,0.16868769675666107,0.0,0.07025188949645719,0.9778809052793351,0.06049224176836306,0.9807037975745706,0.1000345414936577,0.9620069685778873,0.9676791189810332,0.9676791189810332,371.906934261322,0.7906412355673162,0.9182953311617806,0.006147180056169729,0.935577271082157,0.012128945492428227,0.8943177705392689,0.006127191147035103,0.9232718060079623,0.006601065006727918,0.9200144770177343,17.969529151916504,0.0001,0,29
0,0.1608918314721876,0.0,0.07000206457725593,0.9770495050744501,0.05783890464724159,0.9815158621802038,0.09333386319334354,0.964791191702929,0.9691028694542267,0.9691028694542267,375.17005801200867,0.8077345563107552,0.9194715888526963,0.006358092387880101,0.9381107491856677,0.012392692225659035,0.8925081433224755,0.005920588153878762,0.9254433586681143,0.006949616836669495,0.9218241042345277,17.683303594589233,0.0001,0,30
0,0.1524926455149806,0.0,0.06558450778438663,0.9783062719598078,0.05285841418224119,0.983333340008316,0.09157056774580685,0.9651392186139779,0.9693928930709644,0.9693928930709644,373.7115569114685,0.8601679124554583,0.9223669923995657,0.006409161841454753,0.9399203764024611,0.013150771278839664,0.8975750995294969,0.0059770971395520164,0.9287006876583423,0.007811852720185552,0.9232718060079623,17.996156454086304,0.0001,0,31
0,0.14346438348552606,0.0,0.06003382286441866,0.9806264582200283,0.04976395553324825,0.9839520559971036,0.08727608658088845,0.9667633493003787,0.9715531266482413,0.9715531266482413,373.0980489253998,0.8129487095167355,0.9224574737604053,0.006049236927442957,0.9363011219688744,0.012236026768334076,0.9037278320665942,0.006269378402988324,0.9243575823380383,0.0072869889014144104,0.9254433586681143,14.271947145462036,0.0001,0,32
0,0.1192926647514681,0.0,0.05081668902491598,0.9833913448238594,0.038839216818802084,0.9883024036561622,0.0773162429630814,0.97171307831703,0.9762374406071107,0.9762374406071107,372.2554774284363,0.7863778495398316,0.9246290264205573,0.005925334976833479,0.9424538545059717,0.011915241470892951,0.9001085776330076,0.005653168056837721,0.9283387622149837,0.007170203851557397,0.9276149113282663,16.83407974243164,1e-05,1,33
0,0.11001916235271043,0.0,0.04909004883995811,0.9841454057663979,0.03550277759451202,0.9896171752648675,0.0718059493544366,0.9732211986808748,0.9784029465448183,0.9784029465448183,373.58509826660156,0.808984143749175,0.9256243213897937,0.006191923831885211,0.9402823018458197,0.012344829934291089,0.9008324285197249,0.00576422111991881,0.9308722403184944,0.007233267849442566,0.9305103148751357,16.29730224609375,1e-05,1,34
0,0.1126177691190438,0.0,0.04891788679796625,0.9846674473084688,0.03690052683074115,0.988147725361959,0.07394250684413463,0.9725058084758602,0.9783449427895277,0.9783449427895277,376.6603112220764,0.8111101743270358,0.925533840028954,0.006213417638413414,0.9417300036192544,0.012313947201956187,0.8997466521896489,0.005943918693965016,0.930148389431777,0.007246840435713929,0.9305103148751357,15.508307218551636,1e-05,0,35
0,0.11050876694546302,0.0,0.0489700643274766,0.9838553819191704,0.036155453442215456,0.9884957522730079,0.07118253827481102,0.9731825290957995,0.9789249890549462,0.9789249890549462,378.5386550426483,0.8237277129428225,0.92390517553384,0.006335830224472359,0.9388346000723851,0.012511002126415111,0.8979370249728555,0.006003919620336653,0.9294245385450597,0.007363293051486731,0.9294245385450597,13.50544285774231,1e-05,0,36
0,0.10702713013087145,0.0,0.04655060755493498,0.9847254512942492,0.034753668879447176,0.9890371290916449,0.07153114161173411,0.9730278505250085,0.9790796680867165,0.9790796680867165,372.14781856536865,0.8355999014180991,0.9248099891422367,0.006320414036430436,0.9424538545059717,0.012664183856115433,0.8993847267462902,0.006187950418485528,0.9283387622149837,0.0074862470131079216,0.929062613101701,17.835002422332764,1e-05,0,37
0,0.10677720269235823,0.0,0.046854259603081864,0.9851508193115623,0.033643555227130126,0.9895011658181724,0.07315923395862498,0.9726798225537069,0.9794663646750366,0.9794663646750366,346.34695076942444,0.8071448330149689,0.9267100977198697,0.006149259628601616,0.9428157799493304,0.012287539537179157,0.9026420557365182,0.005916411093759041,0.9308722403184944,0.0071638790742573535,0.9305103148751357,13.901695966720581,1e-05,1,38
0,0.10697668183944999,0.0,0.04757084230113017,0.984242079798233,0.03513204098054744,0.9887471063507682,0.07086418357384064,0.9733565429892543,0.9790603335016196,0.9790603335016196,316.80611205101013,0.8135618669941923,0.9253528773072747,0.006136962438938766,0.9431777053926891,0.01240604245453157,0.8997466521896489,0.0060210133775455916,0.9283387622149837,0.007167398491508018,0.930148389431777,13.348324060440063,1e-05,0,39
0,0.10621802419984436,0.0,0.04750295589923875,0.9846674469396852,0.03364669365009093,0.9894238265097279,0.07003431584652188,0.9731702255077908,0.9791570074873568,0.9791570074873568,314.23838901519775,0.8285512092378,0.9251719145855953,0.0062455101542918025,0.9435396308360477,0.012457823341415973,0.9001085776330076,0.006065068325574207,0.9294245385450597,0.007640508602322078,0.9276149113282663,13.738304138183594,1e-05,0,40
